id,biosample,sample,dateCollected,depth,sra,submitter
22169883,SAMN22169883,1033801517_16S_V1V2,2017-08-17,300,SRS10532083,Shuting Liu
22169882,SAMN22169882,1033801515_16S_V1V2,2017-08-17,250,SRS10532082,Shuting Liu
22169881,SAMN22169881,1033801513_16S_V1V2,2017-08-17,200,SRS10532080,Shuting Liu
22169880,SAMN22169880,1033801512_16S_V1V2,2017-08-17,160,SRS10532079,Shuting Liu
22169879,SAMN22169879,1033801509_16S_V1V2,2017-08-17,120,SRS10532078,Shuting Liu
22169878,SAMN22169878,1033801504_16S_V1V2,2017-08-17,40,SRS10532077,Shuting Liu
22169877,SAMN22169877,1033801501_16S_V1V2,2017-08-17,1,SRS10532076,Shuting Liu
22169876,SAMN22169876,1033701723_16S_V1V2,2017-07-20,1000,SRS10532075,Shuting Liu
22169875,SAMN22169875,1033701722_16S_V1V2,2017-07-20,800,SRS10532074,Shuting Liu
22169874,SAMN22169874,1033701721_16S_V1V2,2017-07-20,600,SRS10532072,Shuting Liu
22169873,SAMN22169873,1033701717_16S_V1V2,2017-07-20,300,SRS10532073,Shuting Liu
22169872,SAMN22169872,1033701715_16S_V1V2,2017-07-20,250,SRS10532071,Shuting Liu
22169871,SAMN22169871,1033701713_16S_V1V2,2017-07-20,200,SRS10532070,Shuting Liu
22169870,SAMN22169870,1033701712_16S_V1V2,2017-07-20,160,SRS10532067,Shuting Liu
22169869,SAMN22169869,1033701709_16S_V1V2,2017-07-20,120,SRS10532068,Shuting Liu
22169868,SAMN22169868,1033701707_16S_V1V2,2017-07-20,80,SRS10532066,Shuting Liu
22169867,SAMN22169867,1033701704_16S_V1V2,2017-07-20,40,SRS10532065,Shuting Liu
22169866,SAMN22169866,1033701701_16S_V1V2,2017-07-20,1,SRS10532064,Shuting Liu
22169865,SAMN22169865,9171201709_16S_V1V2,2017-07-11,200,SRS10532062,Shuting Liu
22169864,SAMN22169864,9171201707_16S_V1V2,2017-07-11,160,SRS10532063,Shuting Liu
22169863,SAMN22169863,9171201706_16S_V1V2,2017-07-11,120,SRS10532061,Shuting Liu
22169862,SAMN22169862,9171201705_16S_V1V2,2017-07-11,80,SRS10532060,Shuting Liu
22169861,SAMN22169861,9171201703_16S_V1V2,2017-07-11,40,SRS10532059,Shuting Liu
22169860,SAMN22169860,9171201518_16S_V1V2,2017-07-11,300,SRS10532057,Shuting Liu
22169859,SAMN22169859,9171201517_16S_V1V2,2017-07-11,250,SRS10532056,Shuting Liu
22169858,SAMN22169858,9171201514_16S_V1V2,2017-07-11,200,SRS10532055,Shuting Liu
22169857,SAMN22169857,9171201512_16S_V1V2,2017-07-11,160,SRS10532053,Shuting Liu
22169856,SAMN22169856,9171201510_16S_V1V2,2017-07-11,120,SRS10532054,Shuting Liu
22169855,SAMN22169855,9171201508_16S_V1V2,2017-07-11,80,SRS10532052,Shuting Liu
22169854,SAMN22169854,9171201504_16S_V1V2,2017-07-11,40,SRS10532051,Shuting Liu
22169853,SAMN22169853,9171201502_16S_V1V2,2017-07-11,1,SRS10532050,Shuting Liu
22169852,SAMN22169852,9171201218_16S_V1V2,2017-07-10,300,SRS10532049,Shuting Liu
22169851,SAMN22169851,9171201217_16S_V1V2,2017-07-10,250,SRS10532048,Shuting Liu
22169850,SAMN22169850,9171201214_16S_V1V2,2017-07-10,200,SRS10532046,Shuting Liu
22169849,SAMN22169849,9171201212_16S_V1V2,2017-07-10,160,SRS10532045,Shuting Liu
22169848,SAMN22169848,9171201210_16S_V1V2,2017-07-10,120,SRS10532044,Shuting Liu
22169847,SAMN22169847,9171201208_16S_V1V2,2017-07-10,80,SRS10532043,Shuting Liu
22169846,SAMN22169846,9171201204_16S_V1V2,2017-07-10,40,SRS10532042,Shuting Liu
22169845,SAMN22169845,9171201202_16S_V1V2,2017-07-10,1,SRS10532041,Shuting Liu
22169844,SAMN22169844,9171200918_16S_V1V2,2017-07-10,300,SRS10532039,Shuting Liu
22169843,SAMN22169843,9171200917_16S_V1V2,2017-07-10,250,SRS10532040,Shuting Liu
22169842,SAMN22169842,9171200914_16S_V1V2,2017-07-10,200,SRS10532038,Shuting Liu
22169841,SAMN22169841,9171200912_16S_V1V2,2017-07-10,160,SRS10532037,Shuting Liu
22169840,SAMN22169840,9171200908_16S_V1V2,2017-07-10,80,SRS10532035,Shuting Liu
22169839,SAMN22169839,9171200902_16S_V1V2,2017-07-10,1,SRS10532034,Shuting Liu
22169838,SAMN22169838,9171200718_16S_V1V2,2017-07-09,300,SRS10532033,Shuting Liu
22169837,SAMN22169837,9171200717_16S_V1V2,2017-07-09,250,SRS10532032,Shuting Liu
22169836,SAMN22169836,9171200712_16S_V1V2,2017-07-09,160,SRS10532031,Shuting Liu
22169835,SAMN22169835,9171200708_16S_V1V2,2017-07-09,80,SRS10532030,Shuting Liu
22169834,SAMN22169834,9171200704_16S_V1V2,2017-07-09,40,SRS10532029,Shuting Liu
22169833,SAMN22169833,9171200702_16S_V1V2,2017-07-09,1,SRS10532023,Shuting Liu
22169832,SAMN22169832,9171200418_16S_V1V2,2017-07-08,300,SRS10532024,Shuting Liu
22169831,SAMN22169831,9171200417_16S_V1V2,2017-07-08,250,SRS10532022,Shuting Liu
22169830,SAMN22169830,9171200414_16S_V1V2,2017-07-08,200,SRS10532019,Shuting Liu
22169829,SAMN22169829,9171200412_16S_V1V2,2017-07-08,160,SRS10532018,Shuting Liu
22169828,SAMN22169828,9171200410_16S_V1V2,2017-07-08,120,SRS10532017,Shuting Liu
22169827,SAMN22169827,9171200408_16S_V1V2,2017-07-08,80,SRS10532016,Shuting Liu
22169826,SAMN22169826,9171200402_16S_V1V2,2017-07-08,1,SRS10532015,Shuting Liu
22169825,SAMN22169825,9171200112_16S_V1V2,2017-07-08,90,SRS10532014,Shuting Liu
22169824,SAMN22169824,1033601323_16S_V1V2,2017-06-15,1000,SRS10532013,Shuting Liu
22169823,SAMN22169823,1033601321_16S_V1V2,2017-06-15,800,SRS10532012,Shuting Liu
22169822,SAMN22169822,1033601320_16S_V1V2,2017-06-15,600,SRS10532011,Shuting Liu
22169821,SAMN22169821,1033601317_16S_V1V2,2017-06-15,500,SRS10532010,Shuting Liu
22169820,SAMN22169820,1033601315_16S_V1V2,2017-06-15,300,SRS10532008,Shuting Liu
22169819,SAMN22169819,1033601313_16S_V1V2,2017-06-15,250,SRS10532007,Shuting Liu
22169818,SAMN22169818,1033601311_16S_V1V2,2017-06-15,200,SRS10532006,Shuting Liu
22169817,SAMN22169817,1033601309_16S_V1V2,2017-06-15,160,SRS10532005,Shuting Liu
22169816,SAMN22169816,1033601307_16S_V1V2,2017-06-15,120,SRS10532004,Shuting Liu
22169815,SAMN22169815,1033601305_16S_V1V2,2017-06-15,80,SRS10532003,Shuting Liu
22169814,SAMN22169814,1033601303_16S_V1V2,2017-06-15,40,SRS10532002,Shuting Liu
22169813,SAMN22169813,1033601301_16S_V1V2,2017-06-15,1,SRS10532000,Shuting Liu
22169812,SAMN22169812,2033500519_16S_V1V2,2017-05-31,300,SRS10532001,Shuting Liu
22169811,SAMN22169811,2033500515_16S_V1V2,2017-05-31,200,SRS10531999,Shuting Liu
22169810,SAMN22169810,2033500510_16S_V1V2,2017-05-31,120,SRS10531997,Shuting Liu
22169809,SAMN22169809,2033500507_16S_V1V2,2017-05-31,80,SRS10531996,Shuting Liu
22169808,SAMN22169808,2033500504_16S_V1V2,2017-05-31,40,SRS10531995,Shuting Liu
22169807,SAMN22169807,2033500501_16S_V1V2,2017-05-31,1,SRS10531994,Shuting Liu
22169806,SAMN22169806,1033500723_16S_V1V2,2017-05-09,1000,SRS10531993,Shuting Liu
22169805,SAMN22169805,1033500715_16S_V1V2,2017-05-09,250,SRS10532360,Shuting Liu
22169804,SAMN22169804,1033500712_16S_V1V2,2017-05-09,160,SRS10532361,Shuting Liu
22169803,SAMN22169803,1033500707_16S_V1V2,2017-05-09,80,SRS10532359,Shuting Liu
22169802,SAMN22169802,1033500705_16S_V1V2,2017-05-09,40,SRS10532358,Shuting Liu
22169801,SAMN22169801,1033500703_16S_V1V2,2017-05-09,20,SRS10532357,Shuting Liu
22169800,SAMN22169800,1033500701_16S_V1V2,2017-05-09,1,SRS10532355,Shuting Liu
22169799,SAMN22169799,2033400215_16S_V1V2,2017-04-18,300,SRS10532354,Shuting Liu
22169798,SAMN22169798,2033400213_16S_V1V2,2017-04-18,250,SRS10532353,Shuting Liu
22169797,SAMN22169797,2033400211_16S_V1V2,2017-04-18,200,SRS10532352,Shuting Liu
22169796,SAMN22169796,2033400209_16S_V1V2,2017-04-18,160,SRS10532351,Shuting Liu
22169795,SAMN22169795,2033400207_16S_V1V2,2017-04-18,120,SRS10532350,Shuting Liu
22169794,SAMN22169794,2033400205_16S_V1V2,2017-04-18,80,SRS10532349,Shuting Liu
22169793,SAMN22169793,2033400203_16S_V1V2,2017-04-18,40,SRS10532348,Shuting Liu
22169792,SAMN22169792,2033400201_16S_V1V2,2017-04-18,1,SRS10532347,Shuting Liu
22169791,SAMN22169791,1033401223_16S_V1V2,2017-04-11,1000,SRS10532346,Shuting Liu
22169790,SAMN22169790,1033401221_16S_V1V2,2017-04-11,800,SRS10532343,Shuting Liu
22169789,SAMN22169789,1033401219_16S_V1V2,2017-04-11,600,SRS10532344,Shuting Liu
22169788,SAMN22169788,1033401217_16S_V1V2,2017-04-11,500,SRS10532342,Shuting Liu
22169787,SAMN22169787,1033401215_16S_V1V2,2017-04-11,300,SRS10532341,Shuting Liu
22169786,SAMN22169786,1033401213_16S_V1V2,2017-04-11,250,SRS10532339,Shuting Liu
22169785,SAMN22169785,1033401211_16S_V1V2,2017-04-11,200,SRS10532340,Shuting Liu
22169784,SAMN22169784,1033401209_16S_V1V2,2017-04-11,160,SRS10532337,Shuting Liu
22169783,SAMN22169783,1033401207_16S_V1V2,2017-04-11,120,SRS10532338,Shuting Liu
22169782,SAMN22169782,1033401205_16S_V1V2,2017-04-11,80,SRS10532336,Shuting Liu
22169781,SAMN22169781,1033401203_16S_V1V2,2017-04-11,40,SRS10532335,Shuting Liu
22169780,SAMN22169780,1033401201_16S_V1V2,2017-04-11,1,SRS10532334,Shuting Liu
22169779,SAMN22169779,9170301616_16S_V1V2,2017-04-04,300,SRS10532332,Shuting Liu
22169778,SAMN22169778,9170301614_16S_V1V2,2017-04-04,250,SRS10532331,Shuting Liu
22169777,SAMN22169777,9170301612_16S_V1V2,2017-04-04,200,SRS10532330,Shuting Liu
22169776,SAMN22169776,9170301610_16S_V1V2,2017-04-04,160,SRS10532316,Shuting Liu
22169775,SAMN22169775,9170301608_16S_V1V2,2017-04-04,120,SRS10532318,Shuting Liu
22169774,SAMN22169774,9170301606_16S_V1V2,2017-04-04,80,SRS10532314,Shuting Liu
22169773,SAMN22169773,9170301604_16S_V1V2,2017-04-04,40,SRS10532312,Shuting Liu
22169772,SAMN22169772,9170301602_16S_V1V2,2017-04-04,1,SRS10532313,Shuting Liu
22169771,SAMN22169771,9170301416_16S_V1V2,2017-04-03,300,SRS10532311,Shuting Liu
22169770,SAMN22169770,9170301414_16S_V1V2,2017-04-03,250,SRS10532309,Shuting Liu
22169769,SAMN22169769,9170301412_16S_V1V2,2017-04-03,200,SRS10532308,Shuting Liu
22169768,SAMN22169768,9170301410_16S_V1V2,2017-04-03,160,SRS10532307,Shuting Liu
22169767,SAMN22169767,9170301408_16S_V1V2,2017-04-03,120,SRS10532305,Shuting Liu
22169766,SAMN22169766,9170301406_16S_V1V2,2017-04-03,80,SRS10532306,Shuting Liu
22169765,SAMN22169765,9170301404_16S_V1V2,2017-04-03,40,SRS10532304,Shuting Liu
22169764,SAMN22169764,9170301402_16S_V1V2,2017-04-03,1,SRS10532303,Shuting Liu
22169763,SAMN22169763,9170301116_16S_V1V2,2017-04-03,300,SRS10532300,Shuting Liu
22169762,SAMN22169762,9170301114_16S_V1V2,2017-04-03,250,SRS10532302,Shuting Liu
22169761,SAMN22169761,9170301112_16S_V1V2,2017-04-03,200,SRS10532301,Shuting Liu
22169760,SAMN22169760,9170301110_16S_V1V2,2017-04-03,160,SRS10532298,Shuting Liu
22169759,SAMN22169759,9170301108_16S_V1V2,2017-04-03,120,SRS10532297,Shuting Liu
22169758,SAMN22169758,9170301106_16S_V1V2,2017-04-03,80,SRS10532295,Shuting Liu
22169757,SAMN22169757,9170301104_16S_V1V2,2017-04-03,40,SRS10532296,Shuting Liu
22169756,SAMN22169756,9170301102_16S_V1V2,2017-04-03,1,SRS10532294,Shuting Liu
22169755,SAMN22169755,9170300816_16S_V1V2,2017-04-02,300,SRS10532293,Shuting Liu
22169754,SAMN22169754,9170300814_16S_V1V2,2017-04-02,250,SRS10532292,Shuting Liu
22169753,SAMN22169753,9170300812_16S_V1V2,2017-04-02,200,SRS10532291,Shuting Liu
22169752,SAMN22169752,9170300810_16S_V1V2,2017-04-02,160,SRS10532289,Shuting Liu
22169751,SAMN22169751,9170300808_16S_V1V2,2017-04-02,120,SRS10532290,Shuting Liu
22169750,SAMN22169750,9170300806_16S_V1V2,2017-04-02,80,SRS10532288,Shuting Liu
22169749,SAMN22169749,9170300804_16S_V1V2,2017-04-02,40,SRS10532286,Shuting Liu
22169748,SAMN22169748,9170300802_16S_V1V2,2017-04-02,1,SRS10532285,Shuting Liu
22169747,SAMN22169747,9170300416_16S_V1V2,2017-04-02,300,SRS10532283,Shuting Liu
22169746,SAMN22169746,9170300414_16S_V1V2,2017-04-02,250,SRS10532284,Shuting Liu
22169745,SAMN22169745,9170300412_16S_V1V2,2017-04-02,200,SRS10532282,Shuting Liu
22169744,SAMN22169744,9170300410_16S_V1V2,2017-04-02,160,SRS10532281,Shuting Liu
22169743,SAMN22169743,9170300408_16S_V1V2,2017-04-02,120,SRS10532280,Shuting Liu
22169742,SAMN22169742,9170300406_16S_V1V2,2017-04-02,80,SRS10532278,Shuting Liu
22169741,SAMN22169741,9170300404_16S_V1V2,2017-04-02,40,SRS10532279,Shuting Liu
22169740,SAMN22169740,9170300402_16S_V1V2,2017-04-02,1,SRS10532275,Shuting Liu
22169739,SAMN22169739,1033300423_16S_V1V2,2017-02-18,1000,SRS10532276,Shuting Liu
22169738,SAMN22169738,1033300421_16S_V1V2,2017-02-18,800,SRS10532274,Shuting Liu
22169737,SAMN22169737,1033300419_16S_V1V2,2017-02-18,600,SRS10532273,Shuting Liu
22169736,SAMN22169736,1033300417_16S_V1V2,2017-02-18,500,SRS10532272,Shuting Liu
22169735,SAMN22169735,1033300415_16S_V1V2,2017-02-18,300,SRS10532271,Shuting Liu
22169734,SAMN22169734,1033300413_16S_V1V2,2017-02-18,250,SRS10532270,Shuting Liu
22169733,SAMN22169733,1033300411_16S_V1V2,2017-02-18,200,SRS10532269,Shuting Liu
22169732,SAMN22169732,1033300409_16S_V1V2,2017-02-18,160,SRS10532268,Shuting Liu
22169731,SAMN22169731,1033300407_16S_V1V2,2017-02-18,120,SRS10532266,Shuting Liu
22169730,SAMN22169730,1033300405_16S_V1V2,2017-02-18,80,SRS10532264,Shuting Liu
22169729,SAMN22169729,1033300403_16S_V1V2,2017-02-18,40,SRS10532262,Shuting Liu
22169728,SAMN22169728,1033300401_16S_V1V2,2017-02-18,1,SRS10532263,Shuting Liu
22169727,SAMN22169727,1033201523_16S_V1V2,2017-01-08,1000,SRS10532261,Shuting Liu
22169726,SAMN22169726,1033201521_16S_V1V2,2017-01-08,800,SRS10532260,Shuting Liu
22169725,SAMN22169725,1033201519_16S_V1V2,2017-01-08,600,SRS10532259,Shuting Liu
22169724,SAMN22169724,1033201518_16S_V1V2,2017-01-08,500,SRS10532258,Shuting Liu
22169723,SAMN22169723,1033201515_16S_V1V2,2017-01-08,300,SRS10532257,Shuting Liu
22169722,SAMN22169722,1033201513_16S_V1V2,2017-01-08,250,SRS10532256,Shuting Liu
22169721,SAMN22169721,1033201511_16S_V1V2,2017-01-08,200,SRS10532255,Shuting Liu
22169720,SAMN22169720,1033201509_16S_V1V2,2017-01-08,160,SRS10532253,Shuting Liu
22169719,SAMN22169719,1033201507_16S_V1V2,2017-01-08,120,SRS10532252,Shuting Liu
22169718,SAMN22169718,1033201505_16S_V1V2,2017-01-08,80,SRS10532251,Shuting Liu
22169717,SAMN22169717,1033201504_16S_V1V2,2017-01-08,40,SRS10532249,Shuting Liu
22169716,SAMN22169716,1033201501_16S_V1V2,2017-01-08,1,SRS10532250,Shuting Liu
22169715,SAMN22169715,1033101523_16S_V1V2,2016-12-15,1000,SRS10532248,Shuting Liu
22169714,SAMN22169714,1033101521_16S_V1V2,2016-12-15,800,SRS10532247,Shuting Liu
22169713,SAMN22169713,1033101519_16S_V1V2,2016-12-15,600,SRS10532246,Shuting Liu
22169712,SAMN22169712,1033101517_16S_V1V2,2016-12-15,500,SRS10532245,Shuting Liu
22169711,SAMN22169711,1033101515_16S_V1V2,2016-12-15,300,SRS10532244,Shuting Liu
22169710,SAMN22169710,1033101513_16S_V1V2,2016-12-15,250,SRS10532242,Shuting Liu
22169709,SAMN22169709,1033101511_16S_V1V2,2016-12-15,200,SRS10532241,Shuting Liu
22169708,SAMN22169708,1033101509_16S_V1V2,2016-12-15,160,SRS10532240,Shuting Liu
22169707,SAMN22169707,1033101507_16S_V1V2,2016-12-15,120,SRS10532239,Shuting Liu
22169706,SAMN22169706,1033101505_16S_V1V2,2016-12-15,80,SRS10532238,Shuting Liu
22169705,SAMN22169705,1033101503_16S_V1V2,2016-12-15,40,SRS10532237,Shuting Liu
22169704,SAMN22169704,1033101501_16S_V1V2,2016-12-15,1,SRS10532236,Shuting Liu
22169703,SAMN22169703,1033001423_16S_V1V2,2016-11-21,1000,SRS10532235,Shuting Liu
22169702,SAMN22169702,1033001422_16S_V1V2,2016-11-21,800,SRS10532234,Shuting Liu
22169701,SAMN22169701,1033001421_16S_V1V2,2016-11-21,600,SRS10532233,Shuting Liu
22169700,SAMN22169700,1033001419_16S_V1V2,2016-11-21,400,SRS10532231,Shuting Liu
22169699,SAMN22169699,1033001417_16S_V1V2,2016-11-21,300,SRS10532230,Shuting Liu
22169698,SAMN22169698,1033001415_16S_V1V2,2016-11-21,250,SRS10532229,Shuting Liu
22169697,SAMN22169697,1033001413_16S_V1V2,2016-11-21,200,SRS10532228,Shuting Liu
22169696,SAMN22169696,1033001412_16S_V1V2,2016-11-21,160,SRS10532227,Shuting Liu
22169695,SAMN22169695,1033001409_16S_V1V2,2016-11-21,120,SRS10532226,Shuting Liu
22169694,SAMN22169694,1033001407_16S_V1V2,2016-11-21,80,SRS10532224,Shuting Liu
22169693,SAMN22169693,1033001404_16S_V1V2,2016-11-21,40,SRS10532225,Shuting Liu
22169692,SAMN22169692,1033001401_16S_V1V2,2016-11-21,1,SRS10532223,Shuting Liu
22169691,SAMN22169691,1032901607_16S_V1V2,2016-10-21,1000,SRS10532222,Shuting Liu
22169690,SAMN22169690,1032901606_16S_V1V2,2016-10-21,800,SRS10532188,Shuting Liu
22169689,SAMN22169689,1032901603_16S_V1V2,2016-10-21,600,SRS10532187,Shuting Liu
22169688,SAMN22169688,1032901601_16S_V1V2,2016-10-21,500,SRS10532186,Shuting Liu
22169687,SAMN22169687,1032901115_16S_V1V2,2016-10-20,300,SRS10532184,Shuting Liu
22169686,SAMN22169686,1032901113_16S_V1V2,2016-10-20,250,SRS10532185,Shuting Liu
22169685,SAMN22169685,1032901111_16S_V1V2,2016-10-20,200,SRS10532183,Shuting Liu
22169684,SAMN22169684,1032901109_16S_V1V2,2016-10-20,160,SRS10532182,Shuting Liu
22169683,SAMN22169683,1032901107_16S_V1V2,2016-10-20,120,SRS10532181,Shuting Liu
22169682,SAMN22169682,1032901105_16S_V1V2,2016-10-20,80,SRS10532180,Shuting Liu
22169681,SAMN22169681,1032901103_16S_V1V2,2016-10-20,40,SRS10532179,Shuting Liu
22169680,SAMN22169680,1032901101_16S_V1V2,2016-10-20,10,SRS10532177,Shuting Liu
22169679,SAMN22169679,1032801523_16S_V1V2,2016-09-22,1000,SRS10532176,Shuting Liu
22169678,SAMN22169678,1032801521_16S_V1V2,2016-09-22,800,SRS10532175,Shuting Liu
22169677,SAMN22169677,1032801519_16S_V1V2,2016-09-22,600,SRS10532174,Shuting Liu
22169676,SAMN22169676,1032801517_16S_V1V2,2016-09-22,500,SRS10532173,Shuting Liu
22169675,SAMN22169675,1032801515_16S_V1V2,2016-09-22,300,SRS10532172,Shuting Liu
22169674,SAMN22169674,1032801513_16S_V1V2,2016-09-22,250,SRS10532171,Shuting Liu
22169673,SAMN22169673,1032801512_16S_V1V2,2016-09-22,200,SRS10532170,Shuting Liu
22169672,SAMN22169672,1032801509_16S_V1V2,2016-09-22,160,SRS10532169,Shuting Liu
22169671,SAMN22169671,1032801507_16S_V1V2,2016-09-22,120,SRS10532168,Shuting Liu
22169670,SAMN22169670,1032801504_16S_V1V2,2016-09-22,40,SRS10532166,Shuting Liu
22169669,SAMN22169669,1032801501_16S_V1V2,2016-09-22,1,SRS10532165,Shuting Liu
22169668,SAMN22169668,9162001720_16S_V1V2,2016-09-09,300,SRS10532164,Shuting Liu
22169667,SAMN22169667,9162001718_16S_V1V2,2016-09-09,250,SRS10532163,Shuting Liu
22169666,SAMN22169666,9162001715_16S_V1V2,2016-09-09,200,SRS10532162,Shuting Liu
22169665,SAMN22169665,9162001713_16S_V1V2,2016-09-09,160,SRS10532161,Shuting Liu
22169664,SAMN22169664,9162001711_16S_V1V2,2016-09-09,120,SRS10532160,Shuting Liu
22169663,SAMN22169663,9162001709_16S_V1V2,2016-09-09,80,SRS10532159,Shuting Liu
22169662,SAMN22169662,9162001707_16S_V1V2,2016-09-09,40,SRS10532158,Shuting Liu
22169661,SAMN22169661,9162001701_16S_V1V2,2016-09-09,1,SRS10532156,Shuting Liu
22169660,SAMN22169660,9162001515_16S_V1V2,2016-09-09,300,SRS10532122,Shuting Liu
22169659,SAMN22169659,9162001514_16S_V1V2,2016-09-09,250,SRS10532123,Shuting Liu
22169658,SAMN22169658,9162001512_16S_V1V2,2016-09-09,200,SRS10532121,Shuting Liu
22169657,SAMN22169657,9162001510_16S_V1V2,2016-09-09,160,SRS10532120,Shuting Liu
22169656,SAMN22169656,9162001508_16S_V1V2,2016-09-09,120,SRS10532119,Shuting Liu
22169655,SAMN22169655,9162001506_16S_V1V2,2016-09-09,80,SRS10532118,Shuting Liu
22169654,SAMN22169654,9162001504_16S_V1V2,2016-09-09,40,SRS10532117,Shuting Liu
22169653,SAMN22169653,9162001502_16S_V1V2,2016-09-09,1,SRS10532115,Shuting Liu
22169652,SAMN22169652,9162001323_16S_V1V2,2016-09-09,300,SRS10532116,Shuting Liu
22169651,SAMN22169651,9162001321_16S_V1V2,2016-09-09,250,SRS10532114,Shuting Liu
22169650,SAMN22169650,9162001314_16S_V1V2,2016-09-09,200,SRS10532112,Shuting Liu
22169649,SAMN22169649,9162001312_16S_V1V2,2016-09-09,160,SRS10532110,Shuting Liu
22169648,SAMN22169648,9162001310_16S_V1V2,2016-09-09,120,SRS10532111,Shuting Liu
22169647,SAMN22169647,9162001308_16S_V1V2,2016-09-09,80,SRS10532109,Shuting Liu
22169646,SAMN22169646,9162001306_16S_V1V2,2016-09-09,40,SRS10532108,Shuting Liu
22169645,SAMN22169645,9162001304_16S_V1V2,2016-09-09,1,SRS10532107,Shuting Liu
22169644,SAMN22169644,9162001116_16S_V1V2,2016-09-08,300,SRS10532105,Shuting Liu
22169643,SAMN22169643,9162001114_16S_V1V2,2016-09-08,250,SRS10532106,Shuting Liu
22169642,SAMN22169642,9162001112_16S_V1V2,2016-09-08,200,SRS10532104,Shuting Liu
22169641,SAMN22169641,9162001110_16S_V1V2,2016-09-08,160,SRS10532103,Shuting Liu
22169640,SAMN22169640,9162001108_16S_V1V2,2016-09-08,120,SRS10532101,Shuting Liu
22169639,SAMN22169639,9162001106_16S_V1V2,2016-09-08,80,SRS10532100,Shuting Liu
22169638,SAMN22169638,9162001104_16S_V1V2,2016-09-08,40,SRS10532099,Shuting Liu
22169637,SAMN22169637,9162001102_16S_V1V2,2016-09-08,1,SRS10532098,Shuting Liu
22169636,SAMN22169636,9162000416_16S_V1V2,2016-09-07,300,SRS10532097,Shuting Liu
22169635,SAMN22169635,9162000414_16S_V1V2,2016-09-07,250,SRS10532095,Shuting Liu
22169634,SAMN22169634,9162000412_16S_V1V2,2016-09-07,200,SRS10532096,Shuting Liu
22169633,SAMN22169633,9162000410_16S_V1V2,2016-09-07,160,SRS10532094,Shuting Liu
22169632,SAMN22169632,9162000408_16S_V1V2,2016-09-07,120,SRS10532093,Shuting Liu
22169631,SAMN22169631,9162000406_16S_V1V2,2016-09-07,80,SRS10532028,Shuting Liu
22169630,SAMN22169630,9162000404_16S_V1V2,2016-09-07,40,SRS10532329,Shuting Liu
22169629,SAMN22169629,9162000402_16S_V1V2,2016-09-07,1,SRS10532328,Shuting Liu
22169628,SAMN22169628,1032701023_16S_V1V2,2016-08-18,1000,SRS10532327,Shuting Liu
22169627,SAMN22169627,1032701021_16S_V1V2,2016-08-18,800,SRS10532326,Shuting Liu
22169626,SAMN22169626,1032701019_16S_V1V2,2016-08-18,600,SRS10532324,Shuting Liu
22169625,SAMN22169625,1032701017_16S_V1V2,2016-08-18,400,SRS10532323,Shuting Liu
22169624,SAMN22169624,1032701015_16S_V1V2,2016-08-18,300,SRS10532325,Shuting Liu
22169623,SAMN22169623,1032701013_16S_V1V2,2016-08-18,250,SRS10532322,Shuting Liu
22169622,SAMN22169622,1032701011_16S_V1V2,2016-08-18,200,SRS10532321,Shuting Liu
22169621,SAMN22169621,1032701009_16S_V1V2,2016-08-18,160,SRS10532319,Shuting Liu
22169620,SAMN22169620,1032701007_16S_V1V2,2016-08-18,120,SRS10532315,Shuting Liu
22169619,SAMN22169619,1032701005_16S_V1V2,2016-08-18,80,SRS10532317,Shuting Liu
22169618,SAMN22169618,1032701003_16S_V1V2,2016-08-18,40,SRS10532220,Shuting Liu
22169617,SAMN22169617,1032701001_16S_V1V2,2016-08-18,1,SRS10532219,Shuting Liu
22169616,SAMN22169616,1032601223_16S_V1V2,2016-07-24,1000,SRS10532218,Shuting Liu
22169615,SAMN22169615,1032601215_16S_V1V2,2016-07-24,300,SRS10532217,Shuting Liu
22169614,SAMN22169614,1032601211_16S_V1V2,2016-07-24,200,SRS10532216,Shuting Liu
22169613,SAMN22169613,1032601209_16S_V1V2,2016-07-24,160,SRS10532215,Shuting Liu
22169612,SAMN22169612,1032601207_16S_V1V2,2016-07-24,120,SRS10532214,Shuting Liu
22169611,SAMN22169611,1032601205_16S_V1V2,2016-07-24,80,SRS10532213,Shuting Liu
22169610,SAMN22169610,1032601203_16S_V1V2,2016-07-24,40,SRS10532211,Shuting Liu
22169609,SAMN22169609,9161401815_16S_V1V2,2016-07-12,300,SRS10532210,Shuting Liu
22169608,SAMN22169608,9161401813_16S_V1V2,2016-07-12,250,SRS10532209,Shuting Liu
22169607,SAMN22169607,9161401811_16S_V1V2,2016-07-12,200,SRS10532208,Shuting Liu
22169606,SAMN22169606,9161401809_16S_V1V2,2016-07-12,160,SRS10532207,Shuting Liu
22169605,SAMN22169605,9161401807_16S_V1V2,2016-07-12,120,SRS10532206,Shuting Liu
22169604,SAMN22169604,9161401805_16S_V1V2,2016-07-12,80,SRS10532205,Shuting Liu
22169603,SAMN22169603,9161401803_16S_V1V2,2016-07-12,40,SRS10532204,Shuting Liu
22169602,SAMN22169602,9161401801_16S_V1V2,2016-07-12,1,SRS10532202,Shuting Liu
22169601,SAMN22169601,9161401515_16S_V1V2,2016-07-11,300,SRS10532203,Shuting Liu
22169600,SAMN22169600,9161401513_16S_V1V2,2016-07-11,250,SRS10532199,Shuting Liu
