id,biosample,sample,dateCollected,depth,sra,submitter
22786556,SAMN22786556,1034401313_18S_V4,2018-02-11,250.6,SRS10847115,Leocadio Blanco-Bercial
22786555,SAMN22786555,1034401311_18S_V4,2018-02-11,199,SRS10847116,Leocadio Blanco-Bercial
22786554,SAMN22786554,1034401309_18S_V4,2018-02-11,160,SRS10847114,Leocadio Blanco-Bercial
22786553,SAMN22786553,1034401307_18S_V4,2018-02-11,120.1,SRS10847112,Leocadio Blanco-Bercial
22786552,SAMN22786552,1034401323_18S_V4,2018-02-10,1001.6,SRS10847113,Leocadio Blanco-Bercial
22786551,SAMN22786551,1034401301_18S_V4,2018-02-11,5.3,SRS10847111,Leocadio Blanco-Bercial
22786550,SAMN22786550,1034301222_18S_V4,2018-01-15,798.5,SRS10847110,Leocadio Blanco-Bercial
22786549,SAMN22786549,1034301205_18S_V4,2018-01-16,80.3,SRS10847109,Leocadio Blanco-Bercial
22786548,SAMN22786548,1034301219_18S_V4,2018-01-15,600.3,SRS10847108,Leocadio Blanco-Bercial
22786547,SAMN22786547,1034301217_18S_V4,2018-01-16,499.5,SRS10847107,Leocadio Blanco-Bercial
22786546,SAMN22786546,1034301203_18S_V4,2018-01-16,39.5,SRS10847105,Leocadio Blanco-Bercial
22786545,SAMN22786545,1034301215_18S_V4,2018-01-16,300.7,SRS10847104,Leocadio Blanco-Bercial
22786544,SAMN22786544,1034301213_18S_V4,2018-01-16,249.6,SRS10847102,Leocadio Blanco-Bercial
22786543,SAMN22786543,1034301211_18S_V4,2018-01-16,200,SRS10847103,Leocadio Blanco-Bercial
22786542,SAMN22786542,1034301209_18S_V4,2018-01-16,158.5,SRS10847101,Leocadio Blanco-Bercial
22786541,SAMN22786541,1034301207_18S_V4,2018-01-16,119.7,SRS10847100,Leocadio Blanco-Bercial
22786540,SAMN22786540,1034301223_18S_V4,2018-01-15,999.9,SRS10847099,Leocadio Blanco-Bercial
22786539,SAMN22786539,1034301201_18S_V4,2018-01-16,4.3,SRS10847098,Leocadio Blanco-Bercial
22786538,SAMN22786538,1034201321_18S_V4,2017-12-12,804.7,SRS10847097,Leocadio Blanco-Bercial
22786537,SAMN22786537,1034201305_18S_V4,2017-12-13,80.1,SRS10847095,Leocadio Blanco-Bercial
22786536,SAMN22786536,1034201319_18S_V4,2017-12-12,600.1,SRS10847094,Leocadio Blanco-Bercial
22786535,SAMN22786535,1034201317_18S_V4,2017-12-14,500.7,SRS10847093,Leocadio Blanco-Bercial
22786534,SAMN22786534,1034201303_18S_V4,2017-12-13,38.6,SRS10847091,Leocadio Blanco-Bercial
22786533,SAMN22786533,1034201315_18S_V4,2017-12-14,301.9,SRS10847092,Leocadio Blanco-Bercial
22786532,SAMN22786532,1034201313_18S_V4,2017-12-13,251.1,SRS10847090,Leocadio Blanco-Bercial
22786531,SAMN22786531,1034201311_18S_V4,2017-12-13,200.5,SRS10847089,Leocadio Blanco-Bercial
22786530,SAMN22786530,1034201309_18S_V4,2017-12-13,159.5,SRS10847087,Leocadio Blanco-Bercial
22786529,SAMN22786529,1034201307_18S_V4,2017-12-13,121.3,SRS10847085,Leocadio Blanco-Bercial
22786528,SAMN22786528,1034201323_18S_V4,2017-12-12,999.7,SRS10847088,Leocadio Blanco-Bercial
22786527,SAMN22786527,1034201302_18S_V4,2017-12-13,5,SRS10847086,Leocadio Blanco-Bercial
22786526,SAMN22786526,1034101621_18S_V4,2017-11-17,803.1,SRS10847083,Leocadio Blanco-Bercial
22786525,SAMN22786525,1034101605_18S_V4,2017-11-18,80.1,SRS10847081,Leocadio Blanco-Bercial
22786524,SAMN22786524,1034101619_18S_V4,2017-11-17,601.2,SRS10847079,Leocadio Blanco-Bercial
22786523,SAMN22786523,1034101617_18S_V4,2017-11-18,499.7,SRS10847080,Leocadio Blanco-Bercial
22786522,SAMN22786522,1034101603_18S_V4,2017-11-18,40.9,SRS10847082,Leocadio Blanco-Bercial
22786521,SAMN22786521,1034101615_18S_V4,2017-11-18,301.5,SRS10847078,Leocadio Blanco-Bercial
22786520,SAMN22786520,1034101613_18S_V4,2017-11-18,250.1,SRS10847077,Leocadio Blanco-Bercial
22786519,SAMN22786519,1034101611_18S_V4,2017-11-18,200.4,SRS10847075,Leocadio Blanco-Bercial
22786518,SAMN22786518,1034101609_18S_V4,2017-11-18,160.6,SRS10847074,Leocadio Blanco-Bercial
22786517,SAMN22786517,1034101607_18S_V4,2017-11-18,119.3,SRS10847076,Leocadio Blanco-Bercial
22786516,SAMN22786516,1034101623_18S_V4,2017-11-17,1000.9,SRS10847072,Leocadio Blanco-Bercial
22786515,SAMN22786515,1034101601_18S_V4,2017-11-18,1.8,SRS10847070,Leocadio Blanco-Bercial
22786514,SAMN22786514,1034000421_18S_V4,2017-10-19,798.7,SRS10847069,Leocadio Blanco-Bercial
22786513,SAMN22786513,1034000405_18S_V4,2017-10-18,78.7,SRS10847068,Leocadio Blanco-Bercial
22786512,SAMN22786512,1034000419_18S_V4,2017-10-19,601.2,SRS10847067,Leocadio Blanco-Bercial
22786511,SAMN22786511,1034000417_18S_V4,2017-10-18,498.7,SRS10847065,Leocadio Blanco-Bercial
22786510,SAMN22786510,1034000403_18S_V4,2017-10-18,40.4,SRS10847066,Leocadio Blanco-Bercial
22786509,SAMN22786509,1034000415_18S_V4,2017-10-18,300.7,SRS10847064,Leocadio Blanco-Bercial
22786508,SAMN22786508,1034000413_18S_V4,2017-10-18,249.8,SRS10847063,Leocadio Blanco-Bercial
22786507,SAMN22786507,1034000411_18S_V4,2017-10-18,200.1,SRS10847062,Leocadio Blanco-Bercial
22786506,SAMN22786506,1034000409_18S_V4,2017-10-18,160.8,SRS10847059,Leocadio Blanco-Bercial
22786505,SAMN22786505,1034000407_18S_V4,2017-10-18,119.8,SRS10847061,Leocadio Blanco-Bercial
22786504,SAMN22786504,1034000423_18S_V4,2017-10-19,1000.1,SRS10847058,Leocadio Blanco-Bercial
22786503,SAMN22786503,1034000401_18S_V4,2017-10-18,9.5,SRS10847057,Leocadio Blanco-Bercial
22786502,SAMN22786502,1033901122_18S_V4,2017-09-12,798.2,SRS10847056,Leocadio Blanco-Bercial
22786501,SAMN22786501,1033901107_18S_V4,2017-09-13,82.3,SRS10847055,Leocadio Blanco-Bercial
22786500,SAMN22786500,1033901121_18S_V4,2017-09-12,602.2,SRS10847054,Leocadio Blanco-Bercial
22786499,SAMN22786499,1033901104_18S_V4,2017-09-13,40.9,SRS10847053,Leocadio Blanco-Bercial
22786498,SAMN22786498,1033901117_18S_V4,2017-09-13,302.1,SRS10847052,Leocadio Blanco-Bercial
22786497,SAMN22786497,1033901115_18S_V4,2017-09-13,252.8,SRS10847051,Leocadio Blanco-Bercial
22786496,SAMN22786496,1033901113_18S_V4,2017-09-13,199.8,SRS10847048,Leocadio Blanco-Bercial
22786495,SAMN22786495,1033901112_18S_V4,2017-09-13,161.5,SRS10847049,Leocadio Blanco-Bercial
22786494,SAMN22786494,1033901109_18S_V4,2017-09-13,118.9,SRS10847047,Leocadio Blanco-Bercial
22786493,SAMN22786493,1033901123_18S_V4,2017-09-12,1000.5,SRS10847046,Leocadio Blanco-Bercial
22786492,SAMN22786492,1033901102_18S_V4,2017-09-13,3.8,SRS10847045,Leocadio Blanco-Bercial
22786491,SAMN22786491,1033801522_18S_V4,2017-08-16,801.3,SRS10847044,Leocadio Blanco-Bercial
22786490,SAMN22786490,1033801521_18S_V4,2017-08-15,602.1,SRS10847043,Leocadio Blanco-Bercial
22786489,SAMN22786489,1033801520_18S_V4,2017-08-16,501.1,SRS10847042,Leocadio Blanco-Bercial
22786488,SAMN22786488,1033801504_18S_V4,2017-08-16,39.6,SRS10847041,Leocadio Blanco-Bercial
22786487,SAMN22786487,1033801517_18S_V4,2017-08-16,300.1,SRS10847040,Leocadio Blanco-Bercial
22786486,SAMN22786486,1033801515_18S_V4,2017-08-16,249.9,SRS10847037,Leocadio Blanco-Bercial
22786485,SAMN22786485,1033801513_18S_V4,2017-08-16,199.2,SRS10847036,Leocadio Blanco-Bercial
22786484,SAMN22786484,1033801512_18S_V4,2017-08-16,159.3,SRS10847038,Leocadio Blanco-Bercial
22786483,SAMN22786483,1033801509_18S_V4,2017-08-16,120,SRS10847035,Leocadio Blanco-Bercial
22786482,SAMN22786482,1033801524_18S_V4,2017-08-15,1000.1,SRS10847034,Leocadio Blanco-Bercial
22786481,SAMN22786481,1033801501_18S_V4,2017-08-16,2.9,SRS10847033,Leocadio Blanco-Bercial
22786480,SAMN22786480,1033701722_18S_V4,2017-07-18,798.8,SRS10847032,Leocadio Blanco-Bercial
22786479,SAMN22786479,1033701707_18S_V4,2017-07-19,80.6,SRS10847031,Leocadio Blanco-Bercial
22786478,SAMN22786478,1033701721_18S_V4,2017-07-19,602.2,SRS10847030,Leocadio Blanco-Bercial
22786477,SAMN22786477,1033701704_18S_V4,2017-07-19,39.3,SRS10847029,Leocadio Blanco-Bercial
22786476,SAMN22786476,1033701717_18S_V4,2017-07-19,300.5,SRS10847025,Leocadio Blanco-Bercial
22786475,SAMN22786475,1033701715_18S_V4,2017-07-19,250.6,SRS10847027,Leocadio Blanco-Bercial
22786474,SAMN22786474,1033701713_18S_V4,2017-07-19,200.1,SRS10847028,Leocadio Blanco-Bercial
22786473,SAMN22786473,1033701712_18S_V4,2017-07-19,159.3,SRS10847024,Leocadio Blanco-Bercial
22786472,SAMN22786472,1033701709_18S_V4,2017-07-19,121.3,SRS10847022,Leocadio Blanco-Bercial
22786471,SAMN22786471,1033701723_18S_V4,2017-07-18,999.7,SRS10847023,Leocadio Blanco-Bercial
22786470,SAMN22786470,1033701701_18S_V4,2017-07-19,4.1,SRS10847021,Leocadio Blanco-Bercial
22786469,SAMN22786469,1033601321_18S_V4,2017-06-13,802.1,SRS10847020,Leocadio Blanco-Bercial
22786468,SAMN22786468,1033601305_18S_V4,2017-06-14,80.3,SRS10847019,Leocadio Blanco-Bercial
22786467,SAMN22786467,1033601320_18S_V4,2017-06-13,600.7,SRS10847017,Leocadio Blanco-Bercial
22786466,SAMN22786466,1033601317_18S_V4,2017-06-14,507.2,SRS10847015,Leocadio Blanco-Bercial
22786465,SAMN22786465,1033601303_18S_V4,2017-06-14,39.7,SRS10847014,Leocadio Blanco-Bercial
22786464,SAMN22786464,1033601315_18S_V4,2017-06-14,302.7,SRS10847016,Leocadio Blanco-Bercial
22786463,SAMN22786463,1033601313_18S_V4,2017-06-14,251.4,SRS10847013,Leocadio Blanco-Bercial
22786462,SAMN22786462,1033601311_18S_V4,2017-06-14,200.4,SRS10847011,Leocadio Blanco-Bercial
22786461,SAMN22786461,1033601309_18S_V4,2017-06-14,160.6,SRS10847012,Leocadio Blanco-Bercial
22786460,SAMN22786460,1033601307_18S_V4,2017-06-14,120.8,SRS10847009,Leocadio Blanco-Bercial
22786459,SAMN22786459,1033601323_18S_V4,2017-06-13,1001.3,SRS10847010,Leocadio Blanco-Bercial
22786458,SAMN22786458,1033601301_18S_V4,2017-06-14,3.9,SRS10847008,Leocadio Blanco-Bercial
22786457,SAMN22786457,1033500705_18S_V4,2017-05-10,81.2,SRS10847006,Leocadio Blanco-Bercial
22786456,SAMN22786456,1033500703_18S_V4,2017-05-10,40,SRS10847004,Leocadio Blanco-Bercial
22786455,SAMN22786455,1033500713_18S_V4,2017-05-10,249.9,SRS10847005,Leocadio Blanco-Bercial
22786454,SAMN22786454,1033500712_18S_V4,2017-05-10,202.1,SRS10847003,Leocadio Blanco-Bercial
22786453,SAMN22786453,1033500701_18S_V4,2017-05-10,4.3,SRS10847002,Leocadio Blanco-Bercial
22786452,SAMN22786452,1033500707_18S_V4,2017-05-10,119.6,SRS10847000,Leocadio Blanco-Bercial
22786451,SAMN22786451,1033401221_18S_V4,2017-04-11,799.6,SRS10847001,Leocadio Blanco-Bercial
22786450,SAMN22786450,1033401205_18S_V4,2017-04-11,80.7,SRS10846998,Leocadio Blanco-Bercial
22786449,SAMN22786449,1033401219_18S_V4,2017-04-11,598.6,SRS10846997,Leocadio Blanco-Bercial
22786448,SAMN22786448,1033401217_18S_V4,2017-04-11,506.2,SRS10846996,Leocadio Blanco-Bercial
22786447,SAMN22786447,1033401203_18S_V4,2017-04-11,40.2,SRS10846994,Leocadio Blanco-Bercial
22786446,SAMN22786446,1033401215_18S_V4,2017-04-11,300.2,SRS10846995,Leocadio Blanco-Bercial
22786445,SAMN22786445,1033401213_18S_V4,2017-04-11,251.4,SRS10846992,Leocadio Blanco-Bercial
22786444,SAMN22786444,1033401211_18S_V4,2017-04-11,199,SRS10846991,Leocadio Blanco-Bercial
22786443,SAMN22786443,1033401209_18S_V4,2017-04-11,161.4,SRS10846990,Leocadio Blanco-Bercial
22786442,SAMN22786442,1033401207_18S_V4,2017-04-11,119.6,SRS10846993,Leocadio Blanco-Bercial
22786441,SAMN22786441,1033401223_18S_V4,2017-04-11,998.5,SRS10846988,Leocadio Blanco-Bercial
22786440,SAMN22786440,1033401201_18S_V4,2017-04-11,4.6,SRS10846989,Leocadio Blanco-Bercial
22786439,SAMN22786439,1033300421_18S_V4,2017-02-20,802.4,SRS10846987,Leocadio Blanco-Bercial
22786438,SAMN22786438,1033300405_18S_V4,2017-02-19,77.8,SRS10846985,Leocadio Blanco-Bercial
22786437,SAMN22786437,1033300419_18S_V4,2017-02-20,599.5,SRS10846984,Leocadio Blanco-Bercial
22786436,SAMN22786436,1033300417_18S_V4,2017-02-18,499.9,SRS10846983,Leocadio Blanco-Bercial
22786435,SAMN22786435,1033300403_18S_V4,2017-02-19,41.8,SRS10846982,Leocadio Blanco-Bercial
22786434,SAMN22786434,1033300415_18S_V4,2017-02-18,300.4,SRS10846981,Leocadio Blanco-Bercial
22786433,SAMN22786433,1033300413_18S_V4,2017-02-19,249.5,SRS10846980,Leocadio Blanco-Bercial
22786432,SAMN22786432,1033300411_18S_V4,2017-02-19,201.4,SRS10846979,Leocadio Blanco-Bercial
22786431,SAMN22786431,1033300409_18S_V4,2017-02-19,161.4,SRS10846978,Leocadio Blanco-Bercial
22786430,SAMN22786430,1033300407_18S_V4,2017-02-19,122,SRS10846976,Leocadio Blanco-Bercial
22786429,SAMN22786429,1033300423_18S_V4,2017-02-20,1004.8,SRS10846973,Leocadio Blanco-Bercial
22786428,SAMN22786428,1033300401_18S_V4,2017-02-19,4,SRS10846974,Leocadio Blanco-Bercial
22786427,SAMN22786427,1033201521_18S_V4,2017-01-06,801.4,SRS10846975,Leocadio Blanco-Bercial
22786426,SAMN22786426,1033201505_18S_V4,2017-01-07,80.4,SRS10846972,Leocadio Blanco-Bercial
22786425,SAMN22786425,1033201519_18S_V4,2017-01-06,600.9,SRS10846971,Leocadio Blanco-Bercial
22786424,SAMN22786424,1033201518_18S_V4,2017-01-07,498.7,SRS10846970,Leocadio Blanco-Bercial
22786423,SAMN22786423,1033201504_18S_V4,2017-01-07,39,SRS10846968,Leocadio Blanco-Bercial
22786422,SAMN22786422,1033201515_18S_V4,2017-01-07,299.4,SRS10846969,Leocadio Blanco-Bercial
22786421,SAMN22786421,1033201513_18S_V4,2017-01-07,250.8,SRS10846822,Leocadio Blanco-Bercial
22786420,SAMN22786420,1033201511_18S_V4,2017-01-07,199.7,SRS10846966,Leocadio Blanco-Bercial
22786419,SAMN22786419,1033201509_18S_V4,2017-01-07,159.8,SRS10846967,Leocadio Blanco-Bercial
22786418,SAMN22786418,1033201507_18S_V4,2017-01-07,121,SRS10846965,Leocadio Blanco-Bercial
22786417,SAMN22786417,1033201523_18S_V4,2017-01-06,998.5,SRS10846963,Leocadio Blanco-Bercial
22786416,SAMN22786416,1033201501_18S_V4,2017-01-07,4.6,SRS10846962,Leocadio Blanco-Bercial
22786415,SAMN22786415,1033101521_18S_V4,2016-12-15,800.1,SRS10846961,Leocadio Blanco-Bercial
22786414,SAMN22786414,1033101505_18S_V4,2016-12-15,80.4,SRS10846964,Leocadio Blanco-Bercial
22786413,SAMN22786413,1033101519_18S_V4,2016-12-15,599.4,SRS10846960,Leocadio Blanco-Bercial
22786412,SAMN22786412,1033101517_18S_V4,2016-12-15,501.2,SRS10846959,Leocadio Blanco-Bercial
22786411,SAMN22786411,1033101503_18S_V4,2016-12-15,40,SRS10846957,Leocadio Blanco-Bercial
22786410,SAMN22786410,1033101515_18S_V4,2016-12-15,301.6,SRS10846956,Leocadio Blanco-Bercial
22786409,SAMN22786409,1033101513_18S_V4,2016-12-15,249.3,SRS10846955,Leocadio Blanco-Bercial
22786408,SAMN22786408,1033101511_18S_V4,2016-12-15,199.8,SRS10846954,Leocadio Blanco-Bercial
22786407,SAMN22786407,1033101509_18S_V4,2016-12-15,159.7,SRS10846953,Leocadio Blanco-Bercial
22786406,SAMN22786406,1033101507_18S_V4,2016-12-15,119.8,SRS10846951,Leocadio Blanco-Bercial
22786405,SAMN22786405,1033101523_18S_V4,2016-12-15,1001.5,SRS10846952,Leocadio Blanco-Bercial
22786404,SAMN22786404,1033101501_18S_V4,2016-12-15,5.2,SRS10846950,Leocadio Blanco-Bercial
22786403,SAMN22786403,1033001422_18S_V4,2016-11-21,801.4,SRS10846948,Leocadio Blanco-Bercial
22786402,SAMN22786402,1033001407_18S_V4,2016-11-21,80.7,SRS10846949,Leocadio Blanco-Bercial
22786401,SAMN22786401,1033001421_18S_V4,2016-11-21,605.3,SRS10846947,Leocadio Blanco-Bercial
22786400,SAMN22786400,1033001419_18S_V4,2016-11-21,397,SRS10846944,Leocadio Blanco-Bercial
22786399,SAMN22786399,1033001404_18S_V4,2016-11-21,39,SRS10846946,Leocadio Blanco-Bercial
22786398,SAMN22786398,1033001417_18S_V4,2016-11-21,298.8,SRS10846942,Leocadio Blanco-Bercial
22786397,SAMN22786397,1033001415_18S_V4,2016-11-21,250.2,SRS10846943,Leocadio Blanco-Bercial
22786396,SAMN22786396,1033001413_18S_V4,2016-11-21,196.9,SRS10846941,Leocadio Blanco-Bercial
22786395,SAMN22786395,1033001412_18S_V4,2016-11-21,160.2,SRS10846940,Leocadio Blanco-Bercial
22786394,SAMN22786394,1033001409_18S_V4,2016-11-21,119.7,SRS10846939,Leocadio Blanco-Bercial
22786393,SAMN22786393,1033001423_18S_V4,2016-11-21,1001.1,SRS10846937,Leocadio Blanco-Bercial
22786392,SAMN22786392,1033001401_18S_V4,2016-11-21,4.7,SRS10846938,Leocadio Blanco-Bercial
22786391,SAMN22786391,1032901121_18S_V4,2016-10-20,-999,SRS10846936,Leocadio Blanco-Bercial
22786390,SAMN22786390,1032901105_18S_V4,2016-10-20,79.7,SRS10846935,Leocadio Blanco-Bercial
22786389,SAMN22786389,1032901119_18S_V4,2016-10-20,-999,SRS10846933,Leocadio Blanco-Bercial
22786388,SAMN22786388,1032901117_18S_V4,2016-10-19,-999,SRS10846932,Leocadio Blanco-Bercial
22786387,SAMN22786387,1032901103_18S_V4,2016-10-20,39.5,SRS10846931,Leocadio Blanco-Bercial
22786386,SAMN22786386,1032901115_18S_V4,2016-10-20,298.6,SRS10846930,Leocadio Blanco-Bercial
22786385,SAMN22786385,1032901113_18S_V4,2016-10-20,250.6,SRS10846929,Leocadio Blanco-Bercial
22786384,SAMN22786384,1032901111_18S_V4,2016-10-20,199.8,SRS10846928,Leocadio Blanco-Bercial
22786383,SAMN22786383,1032901109_18S_V4,2016-10-20,159,SRS10846927,Leocadio Blanco-Bercial
22786382,SAMN22786382,1032901107_18S_V4,2016-10-20,121.7,SRS10846926,Leocadio Blanco-Bercial
22786381,SAMN22786381,1032901123_18S_V4,2016-10-20,-999,SRS10846923,Leocadio Blanco-Bercial
22786380,SAMN22786380,1032901101_18S_V4,2016-10-20,7.1,SRS10846924,Leocadio Blanco-Bercial
22786379,SAMN22786379,1032801517_18S_V4,2016-09-22,500.5,SRS10846922,Leocadio Blanco-Bercial
22786378,SAMN22786378,1032801515_18S_V4,2016-09-22,301.1,SRS10846920,Leocadio Blanco-Bercial
22786377,SAMN22786377,1032801513_18S_V4,2016-09-22,248.7,SRS10846919,Leocadio Blanco-Bercial
22786376,SAMN22786376,1032801512_18S_V4,2016-09-22,200.1,SRS10846918,Leocadio Blanco-Bercial
22786375,SAMN22786375,1032801509_18S_V4,2016-09-22,159.3,SRS10846917,Leocadio Blanco-Bercial
22786374,SAMN22786374,1032801507_18S_V4,2016-09-22,119.4,SRS10846916,Leocadio Blanco-Bercial
22786373,SAMN22786373,1032801504_18S_V4,2016-09-22,38.6,SRS10846915,Leocadio Blanco-Bercial
22786372,SAMN22786372,1032801523_18S_V4,2016-09-22,1001.1,SRS10846914,Leocadio Blanco-Bercial
22786371,SAMN22786371,1032801519_18S_V4,2016-09-22,601.6,SRS10846913,Leocadio Blanco-Bercial
22786370,SAMN22786370,1032801501_18S_V4,2016-09-22,4.9,SRS10846911,Leocadio Blanco-Bercial
22786369,SAMN22786369,1032701017_18S_V4,2016-08-18,400.3,SRS10846910,Leocadio Blanco-Bercial
22786368,SAMN22786368,1032701015_18S_V4,2016-08-18,300.7,SRS10846909,Leocadio Blanco-Bercial
22786367,SAMN22786367,1032701013_18S_V4,2016-08-18,249.9,SRS10846908,Leocadio Blanco-Bercial
22786366,SAMN22786366,1032701011_18S_V4,2016-08-18,200.8,SRS10846906,Leocadio Blanco-Bercial
22786365,SAMN22786365,1032701009_18S_V4,2016-08-18,160.3,SRS10846907,Leocadio Blanco-Bercial
22786364,SAMN22786364,1032701007_18S_V4,2016-08-18,119.9,SRS10846904,Leocadio Blanco-Bercial
22786363,SAMN22786363,1032701005_18S_V4,2016-08-18,79.3,SRS10846902,Leocadio Blanco-Bercial
22786362,SAMN22786362,1032701003_18S_V4,2016-08-18,41,SRS10846905,Leocadio Blanco-Bercial
22786361,SAMN22786361,1032701023_18S_V4,2016-08-18,1001.9,SRS10846903,Leocadio Blanco-Bercial
22786360,SAMN22786360,1032701021_18S_V4,2016-08-18,801.8,SRS10846900,Leocadio Blanco-Bercial
22786359,SAMN22786359,1032701019_18S_V4,2016-08-18,601.8,SRS10846899,Leocadio Blanco-Bercial
22786358,SAMN22786358,1032701001_18S_V4,2016-08-18,4.1,SRS10846898,Leocadio Blanco-Bercial
22786357,SAMN22786357,1032601215_18S_V4,2016-07-24,302.5,SRS10846888,Leocadio Blanco-Bercial
22786356,SAMN22786356,1032601205_18S_V4,2016-07-24,80.1,SRS10846879,Leocadio Blanco-Bercial
22786355,SAMN22786355,1032501417_18S_V4,2016-06-16,500.9,SRS10846866,Leocadio Blanco-Bercial
22786354,SAMN22786354,1032501415_18S_V4,2016-06-16,303.2,SRS10846854,Leocadio Blanco-Bercial
22786353,SAMN22786353,1032501413_18S_V4,2016-06-16,250.7,SRS10846844,Leocadio Blanco-Bercial
22786352,SAMN22786352,1032501412_18S_V4,2016-06-16,201.8,SRS10846832,Leocadio Blanco-Bercial
22786351,SAMN22786351,1032501409_18S_V4,2016-06-16,161.1,SRS10846818,Leocadio Blanco-Bercial
22786350,SAMN22786350,1032501407_18S_V4,2016-06-16,119.2,SRS10846805,Leocadio Blanco-Bercial
22786349,SAMN22786349,1032501405_18S_V4,2016-06-16,81.3,SRS10846796,Leocadio Blanco-Bercial
22786348,SAMN22786348,1032501403_18S_V4,2016-06-16,41.1,SRS10846784,Leocadio Blanco-Bercial
22786347,SAMN22786347,1032501423_18S_V4,2016-06-16,801.3,SRS10846772,Leocadio Blanco-Bercial
22786346,SAMN22786346,1032501419_18S_V4,2016-06-16,604.5,SRS10847132,Leocadio Blanco-Bercial
22786345,SAMN22786345,1032501401_18S_V4,2016-06-16,41.1,SRS10847118,Leocadio Blanco-Bercial
22786344,SAMN22786344,1032200717_18S_V4,2016-03-25,500.2,SRS10847106,Leocadio Blanco-Bercial
22786343,SAMN22786343,1032200713_18S_V4,2016-03-25,300.2,SRS10847096,Leocadio Blanco-Bercial
22786342,SAMN22786342,1032200712_18S_V4,2016-03-25,250.2,SRS10847084,Leocadio Blanco-Bercial
22786341,SAMN22786341,1032200711_18S_V4,2016-03-25,200.5,SRS10847073,Leocadio Blanco-Bercial
22786340,SAMN22786340,1032200710_18S_V4,2016-03-25,160.9,SRS10847060,Leocadio Blanco-Bercial
22786339,SAMN22786339,1032200708_18S_V4,2016-03-25,119.6,SRS10847050,Leocadio Blanco-Bercial
22786338,SAMN22786338,1032200706_18S_V4,2016-03-25,81.2,SRS10847039,Leocadio Blanco-Bercial
22786337,SAMN22786337,1032200704_18S_V4,2016-03-25,39.9,SRS10847026,Leocadio Blanco-Bercial
22786336,SAMN22786336,1032200723_18S_V4,2016-03-25,1001.7,SRS10847018,Leocadio Blanco-Bercial
22786335,SAMN22786335,1032200721_18S_V4,2016-03-25,799.1,SRS10847007,Leocadio Blanco-Bercial
22786334,SAMN22786334,1032200719_18S_V4,2016-03-25,604.7,SRS10846999,Leocadio Blanco-Bercial
22786333,SAMN22786333,1032200701_18S_V4,2016-03-25,5,SRS10846986,Leocadio Blanco-Bercial
22786332,SAMN22786332,1032100315_18S_V4,2016-03-08,499.4,SRS10846977,Leocadio Blanco-Bercial
22786331,SAMN22786331,1032100313_18S_V4,2016-03-08,298.6,SRS10846825,Leocadio Blanco-Bercial
22786330,SAMN22786330,1032100312_18S_V4,2016-03-08,248,SRS10846958,Leocadio Blanco-Bercial
22786329,SAMN22786329,1032100311_18S_V4,2016-03-08,198.9,SRS10846945,Leocadio Blanco-Bercial
22786328,SAMN22786328,1032100310_18S_V4,2016-03-08,159.2,SRS10846934,Leocadio Blanco-Bercial
22786327,SAMN22786327,1032100308_18S_V4,2016-03-08,120.2,SRS10846925,Leocadio Blanco-Bercial
22786326,SAMN22786326,1032100306_18S_V4,2016-03-08,81.7,SRS10846912,Leocadio Blanco-Bercial
22786325,SAMN22786325,1032100304_18S_V4,2016-03-08,40.4,SRS10846901,Leocadio Blanco-Bercial
22786324,SAMN22786324,1032100320_18S_V4,2016-03-08,996.6,SRS10846817,Leocadio Blanco-Bercial
22786323,SAMN22786323,1032100318_18S_V4,2016-03-08,799.6,SRS10847071,Leocadio Blanco-Bercial
22786322,SAMN22786322,1032100316_18S_V4,2016-03-08,600.3,SRS10846823,Leocadio Blanco-Bercial
22786321,SAMN22786321,1032100301_18S_V4,2016-03-08,4.4,SRS10846824,Leocadio Blanco-Bercial
22169899,SAMN22169899,1033901123_16S_V1V2,2017-09-14,1000,SRS10532132,Shuting Liu
22169898,SAMN22169898,1033901122_16S_V1V2,2017-09-14,800,SRS10532130,Shuting Liu
22169897,SAMN22169897,1033901121_16S_V1V2,2017-09-14,600,SRS10532131,Shuting Liu
22169896,SAMN22169896,1033901120_16S_V1V2,2017-09-14,500,SRS10532129,Shuting Liu
22169895,SAMN22169895,1033901117_16S_V1V2,2017-09-14,300,SRS10532128,Shuting Liu
22169894,SAMN22169894,1033901115_16S_V1V2,2017-09-14,250,SRS10532127,Shuting Liu
22169893,SAMN22169893,1033901113_16S_V1V2,2017-09-14,200,SRS10532126,Shuting Liu
22169892,SAMN22169892,1033901112_16S_V1V2,2017-09-14,160,SRS10532125,Shuting Liu
22169891,SAMN22169891,1033901109_16S_V1V2,2017-09-14,120,SRS10532092,Shuting Liu
22169890,SAMN22169890,1033901107_16S_V1V2,2017-09-14,80,SRS10532091,Shuting Liu
22169889,SAMN22169889,1033901104_16S_V1V2,2017-09-14,40,SRS10532089,Shuting Liu
22169888,SAMN22169888,1033901102_16S_V1V2,2017-09-14,1,SRS10532088,Shuting Liu
22169887,SAMN22169887,1033801524_16S_V1V2,2017-08-17,1000,SRS10532087,Shuting Liu
22169886,SAMN22169886,1033801522_16S_V1V2,2017-08-17,800,SRS10532086,Shuting Liu
22169885,SAMN22169885,1033801521_16S_V1V2,2017-08-17,600,SRS10532085,Shuting Liu
22169884,SAMN22169884,1033801520_16S_V1V2,2017-08-17,500,SRS10532084,Shuting Liu
