New_ID,bottleID,cast,cruise,getDataHere,id,niskin,nominalDepth
1035301108,1035301108,11,AE1831,,1094,8,60
1035301109,1035301109,11,AE1831,,1095,9,60
1035301110,1035301110,11,AE1831,,1096,10,80
1035301111,1035301111,11,AE1831,,1097,11,80
1035301112,1035301112,11,AE1831,,1098,12,100
1035301113,1035301113,11,AE1831,,1099,13,100
1035301114,1035301114,11,AE1831,,1100,14,120
1035301115,1035301115,11,AE1831,,1101,15,120
1035301116,1035301116,11,AE1831,,1102,16,140
1035301117,1035301117,11,AE1831,,1103,17,140
1035301201,1035301201,12,AE1831,,1104,1,1
1035301202,1035301202,12,AE1831,,1105,2,1
1035301203,1035301203,12,AE1831,,1106,3,1
1035301204,1035301204,12,AE1831,,1107,4,10
1035301205,1035301205,12,AE1831,,1108,5,20
1035301206,1035301206,12,AE1831,,1109,6,20
1035301207,1035301207,12,AE1831,,1110,7,40
1035301208,1035301208,12,AE1831,,1111,8,40
1035301209,1035301209,12,AE1831,,1112,9,60
1035301210,1035301210,12,AE1831,,1113,10,60
1035301211,1035301211,12,AE1831,,1114,11,80
1035301212,1035301212,12,AE1831,,1115,12,80
1035301213,1035301213,12,AE1831,,1116,13,100
1035301214,1035301214,12,AE1831,,1117,14,100
1035301215,1035301215,12,AE1831,,1118,15,120
1035301216,1035301216,12,AE1831,,1119,16,120
1035301217,1035301217,12,AE1831,,1120,17,140
1035301218,1035301218,12,AE1831,,1121,18,140
1035301219,1035301219,12,AE1831,,1122,19,160
1035301220,1035301220,12,AE1831,,1123,20,160
1035301221,1035301221,12,AE1831,,1124,21,200
1035301222,1035301222,12,AE1831,,1125,22,200
1035301223,1035301223,12,AE1831,,1126,23,250
1035301224,1035301224,12,AE1831,,1127,24,250
1035301301,1035301301,13,AE1831,,1128,1,300
1035301302,1035301302,13,AE1831,,1129,2,300
1035301303,1035301303,13,AE1831,,1130,3,300
1035301304,1035301304,13,AE1831,,1131,4,400
1035301305,1035301305,13,AE1831,,1132,5,400
1035301306,1035301306,13,AE1831,,1133,6,400
1035301307,1035301307,13,AE1831,,1134,7,500
1035301308,1035301308,13,AE1831,,1135,8,500
1035301309,1035301309,13,AE1831,,1136,9,500
1035301310,1035301310,13,AE1831,,1137,10,-999
1035301311,1035301311,13,AE1831,,1138,11,-999
1035301312,1035301312,13,AE1831,,1139,12,-999
1035301313,1035301313,13,AE1831,,1140,13,-999
1035301314,1035301314,13,AE1831,,1141,14,-999
1035301315,1035301315,13,AE1831,,1142,15,-999
1035301316,1035301316,13,AE1831,,1143,16,-999
1035301317,1035301317,13,AE1831,,1144,17,-999
1035301318,1035301318,13,AE1831,,1145,18,-999
1035301319,1035301319,13,AE1831,,1146,19,-999
1035301320,1035301320,13,AE1831,,1147,20,-999
1035301321,1035301321,13,AE1831,,1148,21,-999
1035301322,1035301322,13,AE1831,,1149,22,-999
1035301323,1035301323,13,AE1831,,1150,23,-999
1035301324,1035301324,13,AE1831,,1151,24,-999
1035301701,1035301701,17,AE1831,V4_dada2_read_info_03052026.xlsx,1152,1,1
1035301701,1035301701,17,AE1831,V4_dada2_read_info_03052026.xlsx,1152,1,1
1035301702,1035301702,17,AE1831,,1153,2,1
1035301703,1035301703,17,AE1831,,1154,3,20
1035301704,1035301704,17,AE1831,V4_dada2_read_info_03052026.xlsx,1155,4,40
1035301704,1035301704,17,AE1831,V4_dada2_read_info_03052026.xlsx,1155,4,40
1035301705,1035301705,17,AE1831,,1156,5,40
1035301706,1035301706,17,AE1831,,1157,6,60
1035301707,1035301707,17,AE1831,V4_dada2_read_info_03052026.xlsx,1158,7,80
1035301707,1035301707,17,AE1831,V4_dada2_read_info_03052026.xlsx,1158,7,80
1035301708,1035301708,17,AE1831,,1159,8,100
1035301709,1035301709,17,AE1831,V4_dada2_read_info_03052026.xlsx,1160,9,120
1035301709,1035301709,17,AE1831,V4_dada2_read_info_03052026.xlsx,1160,9,120
1035301710,1035301710,17,AE1831,,1161,10,140
1035301711,1035301711,17,AE1831,,1162,11,140
1035301712,1035301712,17,AE1831,,1163,12,140
1035301713,1035301713,17,AE1831,V4_dada2_read_info_03052026.xlsx,1164,13,160
1035301713,1035301713,17,AE1831,V4_dada2_read_info_03052026.xlsx,1164,13,160
1035301714,1035301714,17,AE1831,V4_dada2_read_info_03052026.xlsx,1165,14,200
1035301714,1035301714,17,AE1831,V4_dada2_read_info_03052026.xlsx,1165,14,200
1035301715,1035301715,17,AE1831,,1166,15,200
1035301716,1035301716,17,AE1831,,1167,16,250
1035301717,1035301717,17,AE1831,V4_dada2_read_info_03052026.xlsx,1168,17,300
1035301717,1035301717,17,AE1831,V4_dada2_read_info_03052026.xlsx,1168,17,300
1035301718,1035301718,17,AE1831,,1169,18,400
1035301719,1035301719,17,AE1831,,1170,19,500
1035301720,1035301720,17,AE1831,,1171,20,500
1035301721,1035301721,17,AE1831,V4_dada2_read_info_03052026.xlsx,1172,21,600
1035301722,1035301722,17,AE1831,V4_dada2_read_info_03052026.xlsx,1173,22,800
1035301723,1035301723,17,AE1831,V4_dada2_read_info_03052026.xlsx,1174,23,1000
1035301724,1035301724,17,AE1831,,1175,24,1000
1035401101,1035401101,11,AE1836,,1176,1,1
1035401102,1035401102,11,AE1836,,1177,2,20
1035401103,1035401103,11,AE1836,,1178,3,40
1035401104,1035401104,11,AE1836,,1179,4,60
1035401105,1035401105,11,AE1836,,1180,5,80
1035401106,1035401106,11,AE1836,,1181,6,100
1035401107,1035401107,11,AE1836,,1182,7,120
1035401108,1035401108,11,AE1836,,1183,8,140
1035401109,1035401109,11,AE1836,,1184,9,200
1035401110,1035401110,11,AE1836,,1185,10,300
1035401111,1035401111,11,AE1836,,1186,11,400
1035401112,1035401112,11,AE1836,,1187,12,500
1035401113,1035401113,11,AE1836,,1188,13,600
1035401114,1035401114,11,AE1836,,1189,14,1000
1035401201,1035401201,12,AE1836,,1190,1,600
1035401202,1035401202,12,AE1836,,1191,2,700
1035401203,1035401203,12,AE1836,,1192,3,800
1035401204,1035401204,12,AE1836,,1193,4,900
1035401205,1035401205,12,AE1836,,1194,5,1000
1035401206,1035401206,12,AE1836,,1195,6,1100
1035401207,1035401207,12,AE1836,,1196,7,1200
1035401208,1035401208,12,AE1836,,1197,8,1300
1035401209,1035401209,12,AE1836,,1198,9,1400
1035401210,1035401210,12,AE1836,,1199,10,1600
1035401211,1035401211,12,AE1836,,1200,11,1800
1035401212,1035401212,12,AE1836,,1201,12,2000
1035401213,1035401213,12,AE1836,,1202,13,2200
1035401214,1035401214,12,AE1836,,1203,14,2400
1035401215,1035401215,12,AE1836,,1204,15,2600
1035401216,1035401216,12,AE1836,,1205,16,3000
1035401217,1035401217,12,AE1836,,1206,17,3000
1035401218,1035401218,12,AE1836,,1207,18,3400
1035401219,1035401219,12,AE1836,,1208,19,3800
1035401220,1035401220,12,AE1836,,1209,20,4000
1035401221,1035401221,12,AE1836,,1210,21,4200
1035401222,1035401222,12,AE1836,,1211,22,4530
1035401223,1035401223,12,AE1836,,1212,23,4530
1035401224,1035401224,12,AE1836,,1213,24,4530
1035401301,1035401301,13,AE1836,,1214,1,1
1035401302,1035401302,13,AE1836,,1215,2,1
1035401303,1035401303,13,AE1836,,1216,3,20
1035401304,1035401304,13,AE1836,,1217,4,20
1035401305,1035401305,13,AE1836,,1218,5,40
1035401306,1035401306,13,AE1836,,1219,6,40
1035401307,1035401307,13,AE1836,,1220,7,60
1035401308,1035401308,13,AE1836,,1221,8,60
1035401309,1035401309,13,AE1836,,1222,9,80
1035401310,1035401310,13,AE1836,,1223,10,80
1035401311,1035401311,13,AE1836,,1224,11,100
1035401312,1035401312,13,AE1836,,1225,12,100
1035401313,1035401313,13,AE1836,,1226,13,120
1035401314,1035401314,13,AE1836,,1227,14,120
1035401315,1035401315,13,AE1836,,1228,15,140
1035401316,1035401316,13,AE1836,,1229,16,140
1035401601,1035401601,16,AE1836,,1230,1,1
1035401602,1035401602,16,AE1836,,1231,2,1
1035401603,1035401603,16,AE1836,,1232,3,10
1035401604,1035401604,16,AE1836,,1233,4,10
1035401605,1035401605,16,AE1836,,1234,5,20
1035401606,1035401606,16,AE1836,,1235,6,20
1035401607,1035401607,16,AE1836,,1236,7,40
1035401608,1035401608,16,AE1836,,1237,8,40
1035401609,1035401609,16,AE1836,,1238,9,60
1035401610,1035401610,16,AE1836,,1239,10,60
1035401611,1035401611,16,AE1836,,1240,11,80
1035401612,1035401612,16,AE1836,,1241,12,80
1035401613,1035401613,16,AE1836,,1242,13,100
1035401614,1035401614,16,AE1836,,1243,14,100
1035401615,1035401615,16,AE1836,,1244,15,120
1035401616,1035401616,16,AE1836,,1245,16,120
1035401617,1035401617,16,AE1836,,1246,17,140
1035401618,1035401618,16,AE1836,,1247,18,140
1035401619,1035401619,16,AE1836,,1248,19,160
1035401620,1035401620,16,AE1836,,1249,20,160
1035401621,1035401621,16,AE1836,,1250,21,200
1035401622,1035401622,16,AE1836,,1251,22,200
1035401623,1035401623,16,AE1836,,1252,23,250
1035401624,1035401624,16,AE1836,,1253,24,250
1035401701,1035401701,17,AE1836,,1254,1,300
1035401702,1035401702,17,AE1836,,1255,2,300
1035401703,1035401703,17,AE1836,,1256,3,300
1035401704,1035401704,17,AE1836,,1257,4,400
1035401705,1035401705,17,AE1836,,1258,5,400
1035401706,1035401706,17,AE1836,,1259,6,400
1035401707,1035401707,17,AE1836,,1260,7,500
1035401708,1035401708,17,AE1836,,1261,8,500
1035401709,1035401709,17,AE1836,,1262,9,500
1035401710,1035401710,17,AE1836,,1263,10,-999
1035401711,1035401711,17,AE1836,,1264,11,-999
1035401712,1035401712,17,AE1836,,1265,12,-999
1035401713,1035401713,17,AE1836,,1266,13,-999
1035401714,1035401714,17,AE1836,,1267,14,-999
1035401715,1035401715,17,AE1836,,1268,15,-999
1035401716,1035401716,17,AE1836,,1269,16,-999
1035401717,1035401717,17,AE1836,,1270,17,-999
1035401718,1035401718,17,AE1836,,1271,18,-999
1035401719,1035401719,17,AE1836,,1272,19,-999
1035401720,1035401720,17,AE1836,,1273,20,-999
1035401721,1035401721,17,AE1836,,1274,21,-999
1035401722,1035401722,17,AE1836,,1275,22,-999
1035401723,1035401723,17,AE1836,,1276,23,-999
1035401724,1035401724,17,AE1836,,1277,24,-999
1035402001,1035402001,20,AE1836,V4_dada2_read_info_03052026.xlsx,1278,1,1
1035402001,1035402001,20,AE1836,V4_dada2_read_info_03052026.xlsx,1278,1,1
1035402002,1035402002,20,AE1836,,1279,2,1
1035402003,1035402003,20,AE1836,V4_dada2_read_info_03052026.xlsx,1280,3,40
1035402003,1035402003,20,AE1836,V4_dada2_read_info_03052026.xlsx,1280,3,40
1035402004,1035402004,20,AE1836,,1281,4,40
1035402005,1035402005,20,AE1836,V4_dada2_read_info_03052026.xlsx,1282,5,80
1035402005,1035402005,20,AE1836,V4_dada2_read_info_03052026.xlsx,1282,5,80
1035402006,1035402006,20,AE1836,,1283,6,80
1035402007,1035402007,20,AE1836,V4_dada2_read_info_03052026.xlsx,1284,7,120
1035402007,1035402007,20,AE1836,V4_dada2_read_info_03052026.xlsx,1284,7,120
1035402008,1035402008,20,AE1836,,1285,8,120
1035402009,1035402009,20,AE1836,V4_dada2_read_info_03052026.xlsx,1286,9,160
1035402009,1035402009,20,AE1836,V4_dada2_read_info_03052026.xlsx,1286,9,160
1035402010,1035402010,20,AE1836,,1287,10,160
1035402011,1035402011,20,AE1836,V4_dada2_read_info_03052026.xlsx,1288,11,200
1035402011,1035402011,20,AE1836,V4_dada2_read_info_03052026.xlsx,1288,11,200
1035402012,1035402012,20,AE1836,,1289,12,200
1035402013,1035402013,20,AE1836,V4_dada2_read_info_03052026.xlsx,1290,13,250
1035402013,1035402013,20,AE1836,V4_dada2_read_info_03052026.xlsx,1290,13,250
1035402014,1035402014,20,AE1836,,1291,14,250
1035402015,1035402015,20,AE1836,V4_dada2_read_info_03052026.xlsx,1292,15,300
1035402015,1035402015,20,AE1836,V4_dada2_read_info_03052026.xlsx,1292,15,300
1035402016,1035402016,20,AE1836,,1293,16,300
1035402017,1035402017,20,AE1836,,1294,17,500
1035402018,1035402018,20,AE1836,V4_dada2_read_info_03052026.xlsx,1295,18,500
1035402019,1035402019,20,AE1836,V4_dada2_read_info_03052026.xlsx,1296,19,600
1035402020,1035402020,20,AE1836,,1297,20,600
1035402021,1035402021,20,AE1836,V4_dada2_read_info_03052026.xlsx,1298,21,800
1035402022,1035402022,20,AE1836,,1299,22,800
1035402023,1035402023,20,AE1836,V4_dada2_read_info_03052026.xlsx,1300,23,1000
1035402024,1035402024,20,AE1836,,1301,24,1000
1035500901,1035500901,9,AE1902,,1302,1,600
1035500902,1035500902,9,AE1902,,1303,2,700
1035500903,1035500903,9,AE1902,,1304,3,800
1035500904,1035500904,9,AE1902,,1305,4,900
1035500905,1035500905,9,AE1902,,1306,5,1000
1035500906,1035500906,9,AE1902,,1307,6,1100
1035500907,1035500907,9,AE1902,,1308,7,1200
1035500908,1035500908,9,AE1902,,1309,8,1300
1035500909,1035500909,9,AE1902,,1310,9,1400
1035500910,1035500910,9,AE1902,,1311,10,1600
1035500911,1035500911,9,AE1902,,1312,11,1800
1035500912,1035500912,9,AE1902,,1313,12,2000
1035500913,1035500913,9,AE1902,,1314,13,2200
1035500914,1035500914,9,AE1902,,1315,14,2400
1035500915,1035500915,9,AE1902,,1316,15,2600
1035500916,1035500916,9,AE1902,,1317,16,3000
1035500917,1035500917,9,AE1902,,1318,17,3000
1035500918,1035500918,9,AE1902,,1319,18,3400
1035500919,1035500919,9,AE1902,,1320,19,3800
1035500920,1035500920,9,AE1902,,1321,20,4000
1035500921,1035500921,9,AE1902,,1322,21,4200
1035500922,1035500922,9,AE1902,,1323,22,4530
1035500923,1035500923,9,AE1902,,1324,23,4530
1035500924,1035500924,9,AE1902,,1325,24,4530
1035501001,1035501001,10,AE1902,,1326,1,1
1035501002,1035501002,10,AE1902,,1327,2,1
1035501003,1035501003,10,AE1902,,1328,3,20
1035501004,1035501004,10,AE1902,,1329,4,20
1035501005,1035501005,10,AE1902,,1330,5,40
1035501006,1035501006,10,AE1902,,1331,6,40
1035501007,1035501007,10,AE1902,,1332,7,60
1035501008,1035501008,10,AE1902,,1333,8,60
1035501009,1035501009,10,AE1902,,1334,9,80
1035501010,1035501010,10,AE1902,,1335,10,80
1035501011,1035501011,10,AE1902,,1336,11,100
1035501012,1035501012,10,AE1902,,1337,12,100
1035501013,1035501013,10,AE1902,,1338,13,120
1035501014,1035501014,10,AE1902,,1339,14,120
1035501015,1035501015,10,AE1902,,1340,15,140
1035501016,1035501016,10,AE1902,,1341,16,140
1035501301,1035501301,13,AE1902,,1342,1,1
1035501302,1035501302,13,AE1902,,1343,2,1
1035501303,1035501303,13,AE1902,,1344,3,10
1035501304,1035501304,13,AE1902,,1345,4,10
1035501305,1035501305,13,AE1902,,1346,5,20
1035501306,1035501306,13,AE1902,,1347,6,20
1035501307,1035501307,13,AE1902,,1348,7,40
1035501308,1035501308,13,AE1902,,1349,8,40
1035501309,1035501309,13,AE1902,,1350,9,60
1035501310,1035501310,13,AE1902,,1351,10,60
1035501311,1035501311,13,AE1902,,1352,11,80
1035501312,1035501312,13,AE1902,,1353,12,80
1035501313,1035501313,13,AE1902,,1354,13,100
1035501314,1035501314,13,AE1902,,1355,14,100
1035501315,1035501315,13,AE1902,,1356,15,120
1035501316,1035501316,13,AE1902,,1357,16,120
1035501317,1035501317,13,AE1902,,1358,17,140
1035501318,1035501318,13,AE1902,,1359,18,140
1035501319,1035501319,13,AE1902,,1360,19,160
1035501320,1035501320,13,AE1902,,1361,20,160
1035501321,1035501321,13,AE1902,,1362,21,200
1035501322,1035501322,13,AE1902,,1363,22,200
1035501323,1035501323,13,AE1902,,1364,23,250
1035501324,1035501324,13,AE1902,,1365,24,250
1035501401,1035501401,14,AE1902,,1366,1,300
1035501402,1035501402,14,AE1902,,1367,2,300
1035501403,1035501403,14,AE1902,,1368,3,300
1035501404,1035501404,14,AE1902,,1369,4,400
1035501405,1035501405,14,AE1902,,1370,5,400
1035501406,1035501406,14,AE1902,,1371,6,400
1035501407,1035501407,14,AE1902,,1372,7,500
1035501408,1035501408,14,AE1902,,1373,8,500
1035501409,1035501409,14,AE1902,,1374,9,500
1035501410,1035501410,14,AE1902,,1375,10,-999
1035501411,1035501411,14,AE1902,,1376,11,-999
1035501412,1035501412,14,AE1902,,1377,12,-999
1035501413,1035501413,14,AE1902,,1378,13,-999
1035501414,1035501414,14,AE1902,,1379,14,-999
1035501415,1035501415,14,AE1902,,1380,15,-999
1035501416,1035501416,14,AE1902,,1381,16,-999
1035501417,1035501417,14,AE1902,,1382,17,-999
1035501418,1035501418,14,AE1902,,1383,18,-999
1035501419,1035501419,14,AE1902,,1384,19,-999
1035501420,1035501420,14,AE1902,,1385,20,-999
1035501421,1035501421,14,AE1902,,1386,21,-999
1035501422,1035501422,14,AE1902,,1387,22,-999
1035501423,1035501423,14,AE1902,,1388,23,-999
1035501424,1035501424,14,AE1902,,1389,24,-999
1035501701,1035501701,17,AE1902,V4_dada2_read_info_03052026.xlsx,1390,1,1
1035501702,1035501702,17,AE1902,,1391,2,1
1035501703,1035501703,17,AE1902,V4_dada2_read_info_03052026.xlsx,1392,3,40
1035501704,1035501704,17,AE1902,,1393,4,40
1035501705,1035501705,17,AE1902,V4_dada2_read_info_03052026.xlsx,1394,5,80
1035501706,1035501706,17,AE1902,,1395,6,80
1035501707,1035501707,17,AE1902,V4_dada2_read_info_03052026.xlsx,1396,7,120
1035501708,1035501708,17,AE1902,,1397,8,120
1035501709,1035501709,17,AE1902,V4_dada2_read_info_03052026.xlsx,1398,9,160
1035501710,1035501710,17,AE1902,,1399,10,160
1035501711,1035501711,17,AE1902,V4_dada2_read_info_03052026.xlsx,1400,11,200
1035501712,1035501712,17,AE1902,,1401,12,200
1035501713,1035501713,17,AE1902,V4_dada2_read_info_03052026.xlsx,1402,13,250
1035501714,1035501714,17,AE1902,,1403,14,250
1035501715,1035501715,17,AE1902,V4_dada2_read_info_03052026.xlsx,1404,15,300
1035501716,1035501716,17,AE1902,,1405,16,300
1035501717,1035501717,17,AE1902,V4_dada2_read_info_03052026.xlsx,1406,17,400
1035501718,1035501718,17,AE1902,,1407,18,400
1035501719,1035501719,17,AE1902,V4_dada2_read_info_03052026.xlsx,1408,19,500
1035501720,1035501720,17,AE1902,,1409,20,500
1035501721,1035501721,17,AE1902,V4_dada2_read_info_03052026.xlsx,1410,21,800
1035501722,1035501722,17,AE1902,,1411,22,800
1035501723,1035501723,17,AE1902,V4_dada2_read_info_03052026.xlsx,1412,23,1000
1035501724,1035501724,17,AE1902,,1413,24,1000
1035600801,1035600801,8,EN629,,1414,1,600
1035600802,1035600802,8,EN629,,1415,2,700
1035600803,1035600803,8,EN629,,1416,3,800
1035600804,1035600804,8,EN629,,1417,4,900
1035600805,1035600805,8,EN629,,1418,5,1000
1035600806,1035600806,8,EN629,,1419,6,1100
1035600807,1035600807,8,EN629,,1420,7,1200
1035600808,1035600808,8,EN629,,1421,8,1300
1035600809,1035600809,8,EN629,,1422,9,1400
1035600810,1035600810,8,EN629,,1423,10,1600
1035600811,1035600811,8,EN629,,1424,11,1800
1035600812,1035600812,8,EN629,,1425,12,2000
1035600813,1035600813,8,EN629,,1426,13,2200
1035600814,1035600814,8,EN629,,1427,14,2400
1035600815,1035600815,8,EN629,,1428,15,2600
1035600816,1035600816,8,EN629,,1429,16,3000
1035600817,1035600817,8,EN629,,1430,17,3000
1035600818,1035600818,8,EN629,,1431,18,3400
1035600819,1035600819,8,EN629,,1432,19,3800
1035600820,1035600820,8,EN629,,1433,20,4000
1035600821,1035600821,8,EN629,,1434,21,4200
1035600822,1035600822,8,EN629,,1435,22,4530
1035600823,1035600823,8,EN629,,1436,23,4530
1035600824,1035600824,8,EN629,,1437,24,4530
1035600901,1035600901,9,EN629,,1438,1,1
1035600902,1035600902,9,EN629,,1439,2,1
1035600903,1035600903,9,EN629,,1440,3,20
1035600904,1035600904,9,EN629,,1441,4,20
1035600905,1035600905,9,EN629,,1442,5,40
1035600906,1035600906,9,EN629,,1443,6,40
1035600907,1035600907,9,EN629,,1444,7,60
1035600908,1035600908,9,EN629,,1445,8,60
1035600909,1035600909,9,EN629,,1446,9,80
1035600910,1035600910,9,EN629,,1447,10,80
1035600911,1035600911,9,EN629,,1448,11,100
1035600912,1035600912,9,EN629,,1449,12,100
1035600913,1035600913,9,EN629,,1450,13,120
1035600914,1035600914,9,EN629,,1451,14,120
1035600915,1035600915,9,EN629,,1452,15,140
1035600916,1035600916,9,EN629,,1453,16,140
1035601301,1035601301,13,EN629,,1454,1,1
1035601302,1035601302,13,EN629,,1455,2,1
1035601303,1035601303,13,EN629,,1456,3,10
1035601304,1035601304,13,EN629,,1457,4,10
1035601305,1035601305,13,EN629,,1458,5,20
1035601306,1035601306,13,EN629,,1459,6,20
1035601307,1035601307,13,EN629,,1460,7,40
1035601308,1035601308,13,EN629,,1461,8,40
1035601309,1035601309,13,EN629,,1462,9,60
1035601310,1035601310,13,EN629,,1463,10,60
1035601311,1035601311,13,EN629,,1464,11,80
1035601312,1035601312,13,EN629,,1465,12,80
1035601313,1035601313,13,EN629,,1466,13,100
1035601314,1035601314,13,EN629,,1467,14,100
1035601315,1035601315,13,EN629,,1468,15,120
1035601316,1035601316,13,EN629,,1469,16,120
1035601317,1035601317,13,EN629,,1470,17,140
1035601318,1035601318,13,EN629,,1471,18,140
1035601319,1035601319,13,EN629,,1472,19,160
1035601320,1035601320,13,EN629,,1473,20,160
1035601321,1035601321,13,EN629,,1474,21,200
1035601322,1035601322,13,EN629,,1475,22,200
1035601323,1035601323,13,EN629,,1476,23,250
1035601324,1035601324,13,EN629,,1477,24,250
1035601401,1035601401,14,EN629,,1478,1,1
1035601402,1035601402,14,EN629,,1479,2,1
1035601403,1035601403,14,EN629,,1480,3,10
1035601404,1035601404,14,EN629,,1481,4,10
1035601405,1035601405,14,EN629,,1482,5,20
1035601406,1035601406,14,EN629,,1483,6,20
1035601407,1035601407,14,EN629,,1484,7,40
1035601408,1035601408,14,EN629,,1485,8,40
1035601409,1035601409,14,EN629,,1486,9,60
1035601410,1035601410,14,EN629,,1487,10,60
1035601411,1035601411,14,EN629,,1488,11,80
1035601412,1035601412,14,EN629,,1489,12,80
1035601413,1035601413,14,EN629,,1490,13,100
1035601414,1035601414,14,EN629,,1491,14,100
1035601415,1035601415,14,EN629,,1492,15,120
1035601416,1035601416,14,EN629,,1493,16,120
1035601417,1035601417,14,EN629,,1494,17,140
1035601418,1035601418,14,EN629,,1495,18,140
1035601419,1035601419,14,EN629,,1496,19,160
1035601420,1035601420,14,EN629,,1497,20,160
1035601421,1035601421,14,EN629,,1498,21,200
1035601422,1035601422,14,EN629,,1499,22,200
1035601423,1035601423,14,EN629,,1500,23,250
1035601424,1035601424,14,EN629,,1501,24,250
1035601501,1035601501,15,EN629,V4_dada2_read_info_03052026.xlsx,1502,1,1
1035601502,1035601502,15,EN629,,1503,2,1
1035601503,1035601503,15,EN629,V4_dada2_read_info_03052026.xlsx,1504,3,40
1035601504,1035601504,15,EN629,,1505,4,40
1035601505,1035601505,15,EN629,V4_dada2_read_info_03052026.xlsx,1506,5,80
1035601506,1035601506,15,EN629,,1507,6,80
1035601507,1035601507,15,EN629,V4_dada2_read_info_03052026.xlsx,1508,7,120
1035601508,1035601508,15,EN629,,1509,8,120
1035601509,1035601509,15,EN629,V4_dada2_read_info_03052026.xlsx,1510,9,160
1035601510,1035601510,15,EN629,,1511,10,160
1035601511,1035601511,15,EN629,V4_dada2_read_info_03052026.xlsx,1512,11,200
1035601512,1035601512,15,EN629,V4_dada2_read_info_03052026.xlsx,1513,12,250
1035601513,1035601513,15,EN629,,1514,13,300
1035601514,1035601514,15,EN629,,1515,14,300
1035601515,1035601515,15,EN629,V4_dada2_read_info_03052026.xlsx,1516,15,300
1035601516,1035601516,15,EN629,,1517,16,400
1035601517,1035601517,15,EN629,,1518,17,400
1035601518,1035601518,15,EN629,,1519,18,400
1035601519,1035601519,15,EN629,,1520,19,500
1035601520,1035601520,15,EN629,,1521,20,500
1035601521,1035601521,15,EN629,V4_dada2_read_info_03052026.xlsx,1522,21,500
1035601522,1035601522,15,EN629,V4_dada2_read_info_03052026.xlsx,1523,22,600
1035601523,1035601523,15,EN629,V4_dada2_read_info_03052026.xlsx,1524,23,800
1035601524,1035601524,15,EN629,V4_dada2_read_info_03052026.xlsx,1525,24,1000
1035602101,1035602101,21,EN629,,1526,1,1
1035602102,1035602102,21,EN629,,1527,2,20
1035602103,1035602103,21,EN629,,1528,3,40
1035602104,1035602104,21,EN629,,1529,4,60
1035602105,1035602105,21,EN629,,1530,5,80
1035602106,1035602106,21,EN629,,1531,6,100
1035602107,1035602107,21,EN629,,1532,7,120
1035602108,1035602108,21,EN629,,1533,8,140
1035602109,1035602109,21,EN629,,1534,9,200
1035602110,1035602110,21,EN629,,1535,10,300
1035602111,1035602111,21,EN629,,1536,11,400
1035602112,1035602112,21,EN629,,1537,12,500
1035602113,1035602113,21,EN629,,1538,13,600
1035602114,1035602114,21,EN629,,1539,14,1000
1035700701,1035700701,7,EN631,V4_dada2_read_info_03052026.xlsx,1540,1,1
1035700702,1035700702,7,EN631,,1541,2,1
1035700703,1035700703,7,EN631,V4_dada2_read_info_03052026.xlsx,1542,3,40
1035700704,1035700704,7,EN631,,1543,4,40
1035700705,1035700705,7,EN631,V4_dada2_read_info_03052026.xlsx,1544,5,80
1035700706,1035700706,7,EN631,,1545,6,80
1035700707,1035700707,7,EN631,V4_dada2_read_info_03052026.xlsx,1546,7,120
1035700708,1035700708,7,EN631,,1547,8,120
1035700709,1035700709,7,EN631,V4_dada2_read_info_03052026.xlsx,1548,9,160
1035700710,1035700710,7,EN631,,1549,10,160
1035700711,1035700711,7,EN631,V4_dada2_read_info_03052026.xlsx,1550,11,200
1035700712,1035700712,7,EN631,,1551,12,200
1035700713,1035700713,7,EN631,V4_dada2_read_info_03052026.xlsx,1552,13,250
1035700714,1035700714,7,EN631,,1553,14,250
1035700715,1035700715,7,EN631,V4_dada2_read_info_03052026.xlsx,1554,15,300
1035700716,1035700716,7,EN631,,1555,16,300
1035700717,1035700717,7,EN631,V4_dada2_read_info_03052026.xlsx,1556,17,500
1035700718,1035700718,7,EN631,,1557,18,500
1035700719,1035700719,7,EN631,V4_dada2_read_info_03052026.xlsx,1558,19,600
1035700720,1035700720,7,EN631,,1559,20,600
1035700721,1035700721,7,EN631,V4_dada2_read_info_03052026.xlsx,1560,21,800
1035700722,1035700722,7,EN631,,1561,22,800
1035700723,1035700723,7,EN631,V4_dada2_read_info_03052026.xlsx,1562,23,1000
1035700724,1035700724,7,EN631,,1563,24,1000
1035700801,1035700801,8,EN631,,1564,1,1
1035700802,1035700802,8,EN631,,1565,2,1
1035700803,1035700803,8,EN631,,1566,3,20
1035700804,1035700804,8,EN631,,1567,4,20
1035700805,1035700805,8,EN631,,1568,5,40
1035700806,1035700806,8,EN631,,1569,6,40
1035700807,1035700807,8,EN631,,1570,7,60
1035700808,1035700808,8,EN631,,1571,8,60
1035700809,1035700809,8,EN631,,1572,9,80
1035700810,1035700810,8,EN631,,1573,10,80
1035700811,1035700811,8,EN631,,1574,11,100
1035700812,1035700812,8,EN631,,1575,12,100
1035700813,1035700813,8,EN631,,1576,13,120
1035700814,1035700814,8,EN631,,1577,14,120
1035700815,1035700815,8,EN631,,1578,15,140
1035700816,1035700816,8,EN631,,1579,16,140
1035701001,1035701001,10,EN631,,1580,1,1
1035701002,1035701002,10,EN631,,1581,2,1
1035701003,1035701003,10,EN631,,1582,3,10
1035701004,1035701004,10,EN631,,1583,4,10
